"Motif","Offre","Opération","Type OT","Région","Unité Traitante","Date Etat OT"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","25/03/25 13:56"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","04/07/25 08:35"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","15/09/25 11:34"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","17/02/25 11:07"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","19/03/25 14:20"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","17/03/25 11:15"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","24/09/25 08:59"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","26/09/25 13:11"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","24/09/25 09:01"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","30/10/25 10:15"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","27/02/25 16:22"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","04/09/25 11:56"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","08/10/25 16:34"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","16/10/25 09:13"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","26/02/25 15:53"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","28/03/25 14:03"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","12/09/25 16:36"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","17/09/25 15:31"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","10/10/25 13:31"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","21/01/25 14:28"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","05/03/25 12:53"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","07/10/25 16:19"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","21/02/25 13:27"
"Manque d'information","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","07/01/25 17:49"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","16/09/25 10:58"
"Manque d'information","VDSL PRO Hybride GU TT 2022","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS SAHLOUL","24/06/25 09:10"
"Manque d'information","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","16/09/25 10:49"
"Manque d'information","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","02/09/25 14:01"
"Manque d'information","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","16/09/25 10:48"
"Manque d'information","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","08/09/25 15:32"
"Manque d'information","ADSL Offre de gros prepayee","Transfert","Raccordement","SOUSSE","ULS MSAKEN","16/09/25 10:45"
"Manque d'information","VDSL Offre de gros Postpayee","Transfert","Réservation RLA","SOUSSE","ULS MSAKEN","19/09/25 10:20"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","29/09/25 10:27"
"Manque d'information","FIX-Fixe postpaye pro","Transfert","Raccordement","SOUSSE","ULS SOUSSE","04/04/25 08:06"
"Manque d'information","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","19/06/25 15:14"
"Manque d'information","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","13/05/25 09:56"
"Manque d'information","ADSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS MSAKEN","23/06/25 19:25"
"Manque d'information","VDSL Offre de gros prepayee","Transfert","Réservation RLA","SOUSSE","ULS MSAKEN","20/08/25 13:55"
"Manque d'information","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","20/08/25 08:53"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","16/09/25 11:02"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","16/09/25 11:00"
"Manque d'information","VDSL Offre de gros prepayee","Transfert","Réservation RLA","SOUSSE","ULS SAHLOUL","15/09/25 09:44"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","29/09/25 09:22"
"Manque d'information","VDSL Offre de gros prepayee","Transfert","Raccordement","SOUSSE","ULS MSAKEN","24/09/25 09:00"
"Manque d'information","Waffi ADSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS MSAKEN","24/09/25 15:31"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","07/10/25 07:58"
"Manque d'information","ADSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","06/10/25 16:34"
"Manque d'information","VDSL Offre de gros prepayee","Transfert","Réservation RLA","SOUSSE","ULS KANTAOUI","31/10/25 11:13"
"Manque d'information","VDSL PRO GU FSI 2022","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","24/06/25 15:23"
"Manque d'information","VDSL Offre de gros prepayee","Transfert","Raccordement","SOUSSE","ULS MSAKEN","16/09/25 10:57"
"Manque d'information","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","16/09/25 11:14"
"Manque d'information","ADSL PRO | PRO","Nouvelle Installation DATA","Raccordement","SOUSSE","ULS SOUSSE","12/09/25 10:35"
"Manque d'information","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","31/10/25 10:34"
"Manque d'information","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","16/01/25 15:31"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","04/09/25 12:04"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","19/03/25 08:26"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","16/09/25 11:14"
"Manque d'information","ADSL Offre de gros prepayee","Transfert","Réservation RLA","SOUSSE","ULS MSAKEN","22/08/25 12:11"
"Manque d'information","VDSL PRO GU FSI 2022","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","18/07/25 13:31"
"Manque d'information","VDSL Offre de gros prepayee","Transfert","Réservation RLA","SOUSSE","ULS SAHLOUL","06/08/25 07:03"
"Manque d'information","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","16/09/25 11:08"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","18/08/25 12:00"
"Manque d'information","ForFix prp","Reprise Abonnement","Raccordement","SOUSSE","ULS MSAKEN","10/09/25 08:08"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","30/10/25 14:24"
"Manque d'information","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","20/03/25 12:17"
"Manque d'information","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS SAHLOUL","24/06/25 09:11"
"Manque d'information","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","08/10/25 09:35"
"Manque d'information","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS SAHLOUL","30/10/25 11:31"
"Manque d'information","ADSL Offre de gros prepayee","Transfert","Raccordement","SOUSSE","ULS MSAKEN","16/09/25 11:14"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","16/09/25 10:49"
"Manque d'information","VDSL Offre de gros prepayee","Transfert","Réservation RLA","SOUSSE","ULS KANTAOUI","18/07/25 13:32"
"Manque d'information","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS SAHLOUL","29/07/25 07:30"
"Manque d'information","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","06/09/25 11:58"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","16/09/25 10:43"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","16/09/25 11:00"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","29/09/25 09:23"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","30/09/25 09:45"
"Manque d'information","ADSL Offre de gros prepayee","Transfert","Réservation RLA","SOUSSE","ULS KANTAOUI","21/10/25 17:42"
"Manque d'information","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","30/06/25 16:20"
"Manque d'information","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","28/07/25 09:07"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","08/09/25 14:22"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","16/09/25 11:01"
"Manque d'information","ADSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS SAHLOUL","29/10/25 14:10"
"Manque d'information","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","31/10/25 10:34"
"Manque d'information","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS SOUSSE","13/01/25 14:11"
"Manque d'information","VDSL Offre de gros prepayee","Transfert","Réservation RLA","SOUSSE","ULS MSAKEN","25/04/25 17:40"
"Manque d'information","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","03/07/25 12:25"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","15/08/25 09:32"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","16/09/25 11:07"
"Manque d'information","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","29/09/25 10:27"
"Manque d'information","Waffi ADSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","07/03/25 09:11"
"Manque d'information","VDSL Offre de gros prepayee","Transfert","Réservation RLA","SOUSSE","ULS SAHLOUL","01/07/25 09:35"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","06/09/25 17:45"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","27/08/25 09:12"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","11/09/25 12:33"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","16/09/25 10:40"
"Manque d'information","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","26/09/25 09:12"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","25/09/25 08:18"
"Manque d'information","Waffi ADSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS SAHLOUL","06/02/25 08:08"
"Manque d'information","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","08/09/25 15:57"
"Manque d'information","Post Paye Corporate","Nouvelle Installation","Réservation RLA","SOUSSE","ULS KANTAOUI","08/04/25 15:01"
"Manque d'information","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","05/08/25 10:20"
"Manque d'information","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","06/09/25 12:08"
"Manque d'information","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","25/08/25 11:49"
"Manque d'information","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","28/08/25 12:18"
"Manque d'information","Waffi VDSL 2020","Transfert","Raccordement","SOUSSE","ULS SAHLOUL","28/10/25 12:05"
"Manque d'information","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","17/01/25 14:27"
"Manque d'information","Waffi VDSL 2020","Transfert","Raccordement","SOUSSE","ULS KANTAOUI","27/03/25 13:25"
"Manque d'information","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","07/05/25 16:38"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","27/08/25 09:10"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","12/10/25 14:59"
"Manque d'information","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","07/10/25 16:26"
"Manque d'information","VDSL Offre de gros prepayee","Transfert","Réservation RLA","SOUSSE","ULS KANTAOUI","01/08/25 10:59"
"Manque d'information","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","21/08/25 13:00"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","23/09/25 14:20"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","03/10/25 13:19"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","30/09/25 14:37"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","07/10/25 16:19"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","30/10/25 14:40"
"Manque d'information","Post Paye Corporate","Reprise Abonnement","Réservation RLA","SOUSSE","ULS SOUSSE","28/01/25 13:34"
"Manque d'information","VDSL PRO GU FSI 2022","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","09/07/25 12:55"
"Manque d'information","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","03/07/25 11:33"
"Manque d'information","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","18/09/25 08:18"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","14/08/25 08:50"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","19/08/25 09:01"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","28/10/25 08:39"
"Manque d'information","ProFix Hybride","Reprise Abonnement","Raccordement","SOUSSE","ULS KANTAOUI","19/05/25 09:53"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","08/08/25 13:56"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","27/08/25 12:34"
"Manque d'information","ADSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS MSAKEN","02/10/25 14:37"
"Manque d'information","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","20/10/25 08:08"
"Manque d'information","ADSL Offre de gros prepayee","Transfert","Réservation RLA","SOUSSE","ULS KANTAOUI","21/10/25 17:47"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","30/10/25 14:35"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","27/10/25 08:08"
"Manque d'information","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS SAHLOUL","12/06/25 11:08"
"Manque d'information","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","24/06/25 16:18"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","07/07/25 11:49"
"Manque d'information","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","08/10/25 09:24"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","31/10/25 08:50"
"Manque d'information","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","30/06/25 15:26"
"Manque d'information","Waffi VDSL 2020","Reprise Abonnement","Réservation RLA avec Mesure Débit","SOUSSE","ULS SOUSSE","07/07/25 09:31"
"Manque d'information","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","28/10/25 17:09"
